portfolio_name,code,name,in_date,in_weight,today_date,today_weight,period_ret,Date,close
Smart Beta最適化投資策略,2062,NA,20150113,0.000897647,20150127,0.000858789,-0.000174332,20150113,55.3828
Smart Beta最適化投資策略,2107,NA,20150113,0.001068649,20150127,0.001029338,-0.000107545,20150113,26.5563
Smart Beta最適化投資策略,2433,NA,20150113,0.002890884,20150127,0.002811628,-1.13E-05,20150113,30.6872
Smart Beta最適化投資策略,3131,弘塑,20150113,0.000128636,20150127,0.000121793,-0.000276076,20150113,124.6251
Smart Beta最適化投資策略,3169,亞信,20150113,0,20150127,0,6.85E-05,20150113,27.8318
Smart Beta最適化投資策略,3221,台嘉碩,20150113,0.000242484,20150127,0.000249,0.000546259,20150113,18.8427
Smart Beta最適化投資策略,3490,單井,20150113,0.00033228,20150127,0.00032902,0.000169495,20150113,101.8026
Smart Beta最適化投資策略,4527,方土霖,20150113,0.002196692,20150127,0.00217473,0.000167577,20150113,19.1255
Smart Beta最適化投資策略,8042,金山電,20150113,0.000116645,20150127,0.000116337,0.000243133,20150113,34.7711
Smart Beta最適化投資策略,9924,NA,20150113,0.002126083,20150127,0.002309367,0.001155631,20150113,24.2413
Smart Beta最適化投資策略,2062,NA,20150113,0.000897647,20150127,0.000858789,-0.000174332,20150114,54.4173
Smart Beta最適化投資策略,2107,NA,20150113,0.001068649,20150127,0.001029338,-0.000107545,20150114,26.3931
Smart Beta最適化投資策略,2433,NA,20150113,0.002890884,20150127,0.002811628,-1.13E-05,20150114,30.6872
Smart Beta最適化投資策略,3131,弘塑,20150113,0.000128636,20150127,0.000121793,-0.000276076,20150114,123.0959
Smart Beta最適化投資策略,3169,亞信,20150113,0,20150127,0,6.85E-05,20150114,28.8993
Smart Beta最適化投資策略,3221,台嘉碩,20150113,0.000242484,20150127,0.000249,0.000546259,20150114,19.3969
Smart Beta最適化投資策略,3490,單井,20150113,0.00033228,20150127,0.00032902,0.000169495,20150114,100.9399
Smart Beta最適化投資策略,4527,方土霖,20150113,0.002196692,20150127,0.00217473,0.000167577,20150114,19.3748
Smart Beta最適化投資策略,8042,金山電,20150113,0.000116645,20150127,0.000116337,0.000243133,20150114,35.1386
Smart Beta最適化投資策略,9924,NA,20150113,0.002126083,20150127,0.002309367,0.001155631,20150114,24.316
Smart Beta最適化投資策略,2062,NA,20150113,0.000897647,20150127,0.000858789,-0.000174332,20150115,54.2418
Smart Beta最適化投資策略,2107,NA,20150113,0.001068649,20150127,0.001029338,-0.000107545,20150115,26.3115
Smart Beta最適化投資策略,2433,NA,20150113,0.002890884,20150127,0.002811628,-1.13E-05,20150115,30.7568
Smart Beta最適化投資策略,3131,弘塑,20150113,0.000128636,20150127,0.000121793,-0.000276076,20150115,123.8605
Smart Beta最適化投資策略,3169,亞信,20150113,0,20150127,0,6.85E-05,20150115,28.4036
Smart Beta最適化投資策略,3221,台嘉碩,20150113,0.000242484,20150127,0.000249,0.000546259,20150115,19.0803
Smart Beta最適化投資策略,3490,單井,20150113,0.00033228,20150127,0.00032902,0.000169495,20150115,101.8026
Smart Beta最適化投資策略,4527,方土霖,20150113,0.002196692,20150127,0.00217473,0.000167577,20150115,19.1611
Smart Beta最適化投資策略,8042,金山電,20150113,0.000116645,20150127,0.000116337,0.000243133,20150115,35.0651
Smart Beta最適化投資策略,9924,NA,20150113,0.002126083,20150127,0.002309367,0.001155631,20150115,24.5027
Smart Beta最適化投資策略,2062,NA,20150113,0.000897647,20150127,0.000858789,-0.000174332,20150116,51.1699
Smart Beta最適化投資策略,2107,NA,20150113,0.001068649,20150127,0.001029338,-0.000107545,20150116,26.2299
Smart Beta最適化投資策略,2433,NA,20150113,0.002890884,20150127,0.002811628,-1.13E-05,20150116,30.6525
Smart Beta最適化投資策略,3131,弘塑,20150113,0.000128636,20150127,0.000121793,-0.000276076,20150116,123.4782
